,HF-IFIE,MP2-IFIE,PR-TYPE1,GRIMME,JUNG,HILL,ES,EX,CT-mix,DI(MP2),q(I=>J),MonomerEnergy(1),HF-BSSE,MP2-BSSE
00001,-1.446409,-26.337829,-24.661123,-21.010273,-18.346495,-21.516046,-6.821667,12.353806,-6.978912,-26.337952,0.001120,-384.557875,0.000000,0.000000
